15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
3,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,3
3,3,3,8,9,7,7,7,7,7,7,7,7,7,7,0,1,3,3,3
3,3,3,3,15,7,7,7,7,7,7,7,7,7,7,15,3,3,3,3
2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2
6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6
10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10
3,3,3,3,15,7,7,7,7,7,7,7,7,7,7,15,3,3,3,3
